transaccion_id,cliente_id,fecha,tipo,importe,moneda
100497,11,2025-08-13,INGRESO,1128.94,EUR
100498,470,2025-12-06,INGRESO,-391.95,EUR
100499,175,2025-05-14,TRANSFERENCIA,3553.29,EUR
100500,31,2025-11-28,COMPRA,-687.58,EUR
100501,397,2025-05-26,COMPRA,3155.64,EUR
100502,492,2026-01-09,COMPRA,554.75,EUR
100503,301,2026-02-10,COMPRA,351.09,EUR
100504,70,2025-11-27,TRANSFERENCIA,2527.94,EUR
100505,406,2026-03-24,RETIRADA,2070.49,EUR
100506,363,2025-06-28,INGRESO,2314.58,EUR
100507,115,2026-01-01,INGRESO,2979.5,EUR
100508,158,2026-01-23,RECIBO,-799.58,EUR
100509,486,2025-01-02,INGRESO,653.81,EUR
100510,17,2026-08-05,TRANSFERENCIA,1813.14,EUR
100511,328,2025-08-15,INGRESO,-927.39,EUR
100512,73,2026-05-24,RECIBO,,EUR
100513,178,2025-09-01,RECIBO,-576.62,EUR
100514,421,2025-04-01,RECIBO,956.46,EUR
100515,108,2025-09-29,TRANSFERENCIA,2312.47,EUR
100516,132,2025-12-25,COMPRA,2462.27,EUR
100517,198,2025-02-19,RETIRADA,2529.21,EUR
100518,453,2025-06-20,RETIRADA,1211.95,EUR
100519,180,2026-01-23,INGRESO,564.41,EUR
100520,404,2026-05-06,INGRESO,2080.33,EUR
100521,84,2025-08-19,RETIRADA,-1094.6,EUR
100522,151,2025-02-04,COMPRA,252.94,EUR
100523,38,2025-04-18,RECIBO,-564.42,EUR
100524,83,2026-01-20,COMPRA,1508.75,EUR
100525,174,2025-04-06,INGRESO,3919.02,EUR
100526,361,2026-05-10,COMPRA,872.28,EUR
100527,311,2025-06-18,RETIRADA,-635.93,EUR
100528,170,2025-04-14,TRANSFERENCIA,3859.19,EUR
100529,357,2026-02-24,INGRESO,2471.21,EUR
100530,136,2026-07-08,RECIBO,135.7,EUR
100531,26,2025-04-09,RETIRADA,1644.73,EUR
100532,79,2026-05-18,COMPRA,484.56,EUR
100533,45,2026-03-14,RECIBO,3031.44,EUR
100534,103,2026-05-07,COMPRA,-1358.45,EUR
100535,327,2025-06-24,RECIBO,3873.82,EUR
100536,433,2026-04-30,COMPRA,195.94,EUR
100537,242,2026-02-12,RETIRADA,3421.83,EUR
100538,47,2025-09-29,INGRESO,631.4,EUR
100539,454,2026-01-15,RETIRADA,531.71,EUR
100540,23,2026-04-02,RECIBO,918.57,EUR
100541,116,2025-09-27,RECIBO,1603.36,EUR
100542,386,2025-06-04,COMPRA,-1028.61,EUR
100543,414,2025-12-19,INGRESO,776.93,EUR
100544,284,2025-08-21,COMPRA,3124.38,EUR
100545,215,2026-06-20,INGRESO,2278.87,EUR
100546,294,2026-05-02,TRANSFERENCIA,1119.44,EUR
100547,203,2025-03-22,COMPRA,1261.56,EUR
100548,410,2026-06-14,INGRESO,2226.44,EUR
100549,62,2025-05-31,RETIRADA,-549.17,EUR
100550,498,2025-06-21,TRANSFERENCIA,2946.53,EUR
100551,22,2025-05-10,RETIRADA,-1068.97,EUR
100552,104,2026-03-22,TRANSFERENCIA,3087.59,EUR
100553,164,2025-09-22,COMPRA,-1021.35,EUR
100554,204,2026-07-24,INGRESO,293.7,EUR
100555,267,2025-10-10,RETIRADA,3544.39,EUR
100556,403,2025-01-13,INGRESO,1731.67,EUR
100557,58,2026-03-06,RETIRADA,-676.97,EUR
100558,302,2026-08-04,INGRESO,2671.08,EUR
100559,474,2025-04-13,COMPRA,1594.76,EUR
100560,403,2025-04-14,RECIBO,3271.11,EUR
100561,450,2025-12-19,RETIRADA,-47.25,EUR
100562,293,2026-05-13,INGRESO,1101.76,EUR
100563,142,2025-06-26,RETIRADA,-708.81,EUR
100564,20,2026-02-16,RETIRADA,3392.66,EUR
100565,354,2025-12-06,TRANSFERENCIA,-1228.9,EUR
100566,472,2026-05-02,RECIBO,3433.67,EUR
100567,173,2025-01-21,RECIBO,210.22,EUR
100568,440,2026-05-19,COMPRA,3848.73,EUR
100569,69,2025-08-22,RECIBO,3858.21,EUR
100570,397,2026-03-30,RECIBO,-18.19,EUR
100571,310,2026-03-03,COMPRA,-466.35,EUR
100572,468,2025-08-05,RETIRADA,2575.2,EUR
100573,445,2026-06-13,RECIBO,3015.6,EUR
100574,406,2026-06-12,TRANSFERENCIA,-1139.11,EUR
100575,207,2026-06-03,TRANSFERENCIA,2792.84,EUR
100576,451,2026-06-21,INGRESO,-1340.79,EUR
100577,449,2025-07-17,TRANSFERENCIA,3103.37,EUR
100578,17,2025-09-13,RETIRADA,-1221.92,EUR
100579,361,2026-01-05,TRANSFERENCIA,6.88,EUR
100580,259,2026-04-21,RETIRADA,1994.75,EUR
100581,349,2025-05-07,COMPRA,-169.34,EUR
100582,305,2026-05-16,RETIRADA,-523.29,EUR
100583,301,2026-05-01,INGRESO,423.68,EUR
100584,429,2025-06-17,RECIBO,2619.29,EUR
100585,146,2025-04-03,COMPRA,626.11,EUR
100586,438,2025-06-16,INGRESO,2789.07,EUR
100587,439,2025-08-08,TRANSFERENCIA,2060.59,EUR
100588,138,2025-07-31,RETIRADA,1323.05,EUR
100589,243,2025-01-10,TRANSFERENCIA,2060.54,EUR
100590,115,2025-01-09,RECIBO,1845.89,EUR
100591,365,2025-11-09,RECIBO,830.94,EUR
100592,437,2026-01-21,RECIBO,1024.49,EUR
100593,239,2025-08-12,RECIBO,2224.58,EUR
100594,300,2026-02-11,COMPRA,-1459.59,EUR
100595,288,2026-01-19,INGRESO,1849.78,EUR
100596,351,2025-11-02,COMPRA,1149.56,EUR
100597,142,2025-12-11,RECIBO,3238.2,EUR
100598,336,2025-09-25,RECIBO,-464.02,EUR
100599,392,2026-06-14,TRANSFERENCIA,3448.28,EUR
100600,339,2026-02-18,RECIBO,2244.16,EUR
100601,336,2025-01-27,RETIRADA,3986.08,EUR
100602,465,2025-09-23,RETIRADA,725.29,EUR
100603,299,2025-02-06,INGRESO,2988.08,EUR
100604,372,2025-12-18,TRANSFERENCIA,2274.75,EUR
100605,465,2026-05-03,RECIBO,1290.23,EUR
100606,431,2025-06-24,INGRESO,-503.75,EUR
100607,242,2025-04-10,TRANSFERENCIA,2575.05,EUR
100608,391,2026-07-27,TRANSFERENCIA,3708.08,EUR
100609,336,2025-12-10,COMPRA,-277.61,EUR
100610,382,2025-08-17,RECIBO,812.6,EUR
100611,191,2025-12-06,RECIBO,1720.64,EUR
100612,436,2026-04-20,COMPRA,1087.95,EUR
100613,298,2026-08-21,INGRESO,-1108.31,EUR
100614,257,2025-07-19,COMPRA,3271.24,EUR
100615,272,2026-01-26,RECIBO,772.09,EUR
100616,71,2025-06-04,TRANSFERENCIA,384.68,EUR
100617,458,2026-08-07,RETIRADA,-712.27,EUR
100618,399,2025-07-04,COMPRA,1181.69,EUR
100619,161,2025-07-01,COMPRA,-1474.08,EUR
100620,108,2025-10-08,TRANSFERENCIA,1669.53,EUR
100621,251,2025-06-12,COMPRA,-788.27,EUR
100622,325,2026-03-21,RETIRADA,718.66,EUR
100623,197,2026-05-04,COMPRA,-1292.51,EUR
100624,1200,2025-07-24,RECIBO,3725.38,EUR
100625,388,2025-11-26,INGRESO,-451.83,EUR
100626,321,2025-01-05,TRANSFERENCIA,-255.54,EUR
100627,160,2025-12-19,TRANSFERENCIA,-935.1,EUR
100628,302,2026-05-31,RECIBO,-581.39,EUR
100629,153,2025-02-16,RECIBO,1007.59,EUR
100630,306,2026-06-17,INGRESO,358.09,EUR
100631,176,2025-05-18,RETIRADA,475.88,EUR
100632,85,2025-07-12,RETIRADA,-1394.81,EUR
100633,373,2025-08-18,TRANSFERENCIA,-338.45,EUR
100634,302,2025-01-23,INGRESO,-570.58,EUR
100635,365,2026-01-11,COMPRA,563.56,EUR
100636,395,2025-09-19,INGRESO,1927.24,EUR
100637,339,2025-02-19,COMPRA,2094.62,EUR
100638,25,2025-01-21,COMPRA,792.27,EUR
100639,64,2026-01-25,INGRESO,-109.94,EUR
100640,106,2025-06-06,COMPRA,156.14,EUR
100641,340,2025-04-14,INGRESO,-15.13,EUR
100642,215,2025-05-21,COMPRA,1313.72,EUR
100643,145,2025-05-01,COMPRA,2816.18,EUR
100644,102,2026-05-25,INGRESO,-401.38,EUR
100645,426,2025-09-27,INGRESO,3852.16,EUR
100646,361,2026-01-02,RETIRADA,124.43,EUR
100647,281,2025-02-10,RETIRADA,3506.96,EUR
100648,170,2026-05-08,TRANSFERENCIA,-1484.94,EUR
100649,465,2025-04-02,COMPRA,3093.78,EUR
100650,77,2026-05-21,COMPRA,2787.39,EUR
100651,371,2025-03-18,COMPRA,3476.29,EUR
100652,234,2025-08-25,RECIBO,-47.31,EUR
100653,52,2025-02-21,TRANSFERENCIA,3307.77,EUR
100654,185,2025-10-25,RECIBO,842.97,EUR
100655,49,2025-04-29,COMPRA,-1446.8,EUR
100656,340,2025-05-22,TRANSFERENCIA,307.63,EUR
100657,490,2026-03-25,INGRESO,-24.3,EUR
100658,191,2025-04-06,RECIBO,-494.22,EUR
100659,205,2026-02-15,RETIRADA,-4.92,EUR
100660,354,2026-01-30,RETIRADA,2899.45,EUR
100661,58,2025-06-20,TRANSFERENCIA,2328.93,EUR
100662,483,2025-03-02,TRANSFERENCIA,-929.58,EUR
100663,411,2026-05-10,INGRESO,2231.16,EUR
100664,313,2025-07-05,RETIRADA,2785.4,EUR
100665,442,2025-01-30,TRANSFERENCIA,1156.94,EUR
100666,58,2026-05-15,RETIRADA,923.78,EUR
100667,134,2025-03-06,RECIBO,-1432.02,EUR
100668,393,2026-06-22,INGRESO,2480.75,EUR
100669,490,2025-08-18,RECIBO,1355.05,EUR
100670,222,2025-04-08,TRANSFERENCIA,1150.61,EUR
100671,77,2026-01-30,INGRESO,3406.34,EUR
100672,6,2025-02-25,TRANSFERENCIA,1280.62,EUR
100673,437,2026-04-26,RETIRADA,3281.79,EUR
100674,385,2025-03-18,RETIRADA,263.49,EUR
100675,497,2025-12-05,RECIBO,-1223.07,EUR
100676,282,2025-08-17,RETIRADA,718.02,EUR
100677,41,2025-08-29,RETIRADA,943.04,EUR
100678,230,2026-08-10,COMPRA,3211.24,EUR
100679,162,2026-04-03,COMPRA,3893.69,EUR
100680,53,2025-01-19,RETIRADA,767.86,EUR
100681,282,2026-07-25,COMPRA,3042.5,EUR
100682,456,2025-11-08,INGRESO,1592.83,EUR
100683,487,2026-04-13,RECIBO,498.38,EUR
100684,419,2025-02-25,TRANSFERENCIA,3143.75,EUR
100685,287,2025-12-06,INGRESO,1799.73,EUR
100686,367,2026-01-08,RETIRADA,-872.87,EUR
100687,2,2025-08-16,RECIBO,453.26,EUR
100688,281,2025-10-26,INGRESO,556.4,EUR
100689,24,2026-99-01,TRANSFERENCIA,1208.32,EUR
100690,55,2026-02-24,RECIBO,1859.68,EUR
100691,62,2025-07-12,RETIRADA,-314.26,EUR
100692,367,2025-07-15,RECIBO,-907.29,EUR
100693,24,2026-03-01,INGRESO,-822.29,EUR
100694,235,2026-04-07,INGRESO,3759.05,EUR
100695,494,2025-05-18,RETIRADA,-1476.14,EUR
100696,284,2025-02-19,RETIRADA,3113.49,EUR
100697,474,2026-05-10,INGRESO,2795.95,EUR
100698,355,2025-07-01,INGRESO,-544.92,EUR
100699,54,2025-05-12,RETIRADA,2116.37,EUR
100700,259,2025-11-26,RETIRADA,802.66,EUR
100701,141,2025-09-12,RETIRADA,3799.76,EUR
100702,232,2025-10-29,TRANSFERENCIA,-740.01,EUR
100703,154,2026-06-09,INGRESO,,EUR
100704,324,2026-07-21,TRANSFERENCIA,-395.11,EUR
100705,352,2025-10-25,RECIBO,3566.55,EUR
100706,364,2025-05-16,TRANSFERENCIA,1271.41,EUR
100707,364,2025-11-27,COMPRA,2684.26,EUR
100708,246,2026-07-30,INGRESO,1638.51,EUR
100709,346,2026-03-04,INGRESO,72.6,EUR
100710,414,2026-03-09,COMPRA,1375.01,EUR
100711,196,2025-01-26,TRANSFERENCIA,-1208.14,EUR
100712,103,2025-02-27,RECIBO,2626.02,EUR
100713,147,2025-06-14,RECIBO,-694.64,EUR
100714,354,2025-03-05,RECIBO,-378.0,EUR
100715,17,2026-07-09,RECIBO,2977.14,EUR
100716,316,2025-04-15,INGRESO,3256.63,EUR
100717,200,2026-07-29,TRANSFERENCIA,1310.07,EUR
100718,355,2025-10-22,COMPRA,3595.67,EUR
100719,214,2026-02-01,RECIBO,3812.08,EUR
100720,7,2025-02-25,RECIBO,-383.02,EUR
100721,425,2026-03-30,TRANSFERENCIA,3513.18,EUR
100722,387,2026-01-12,INGRESO,1506.38,EUR
100723,398,2025-07-21,TRANSFERENCIA,117.98,EUR
100724,350,2025-07-01,COMPRA,-471.63,EUR
100725,377,2025-06-27,INGRESO,-843.55,EUR
100726,220,2025-02-11,RECIBO,1561.29,EUR
100727,83,2025-05-14,INGRESO,3153.08,EUR
100728,170,2025-01-06,RETIRADA,2403.29,EUR
100729,21,2025-06-08,TRANSFERENCIA,3607.46,EUR
100730,397,2025-02-22,INGRESO,3137.27,EUR
100731,252,2025-11-05,INGRESO,1525.88,EUR
100732,402,2025-03-16,RECIBO,1389.67,EUR
100733,267,2025-07-08,COMPRA,2824.42,EUR
100734,213,2025-06-13,INGRESO,1453.7,EUR
100735,179,2025-04-05,TRANSFERENCIA,3358.68,EUR
100736,170,2025-12-06,RECIBO,114.66,EUR
100737,244,2026-06-28,INGRESO,3030.29,EUR
100738,59,2025-01-10,RECIBO,951.17,EUR
100739,491,2025-09-07,COMPRA,2254.03,EUR
100740,196,2025-11-25,COMPRA,622.32,EUR
100741,371,2026-07-08,RECIBO,-1364.12,EUR
100742,421,2026-06-14,RECIBO,1328.7,EUR
100743,229,2026-06-05,RETIRADA,-1258.82,EUR
100744,165,2025-07-17,INGRESO,-1047.1,EUR
100745,86,2025-04-09,INGRESO,1432.63,EUR
100746,108,2025-03-09,TRANSFERENCIA,3257.23,EUR
100747,428,2026-03-11,COMPRA,-369.31,EUR
100748,332,2026-03-22,COMPRA,2607.9,EUR
100749,13,2025-06-07,RETIRADA,2442.78,EUR
100750,45,2025-02-08,COMPRA,-1201.53,EUR
100751,286,2025-09-15,COMPRA,1662.29,EUR
100752,467,2025-08-22,RECIBO,741.98,EUR
100753,323,2026-04-07,RETIRADA,881.64,EUR
100754,200,2025-01-18,COMPRA,1441.59,EUR
100755,388,2025-03-06,INGRESO,-1249.66,EUR
100756,184,2025-03-16,INGRESO,-916.25,EUR
100757,311,2025-11-05,COMPRA,48.35,EUR
100758,196,2026-03-25,RETIRADA,3021.67,EUR
100759,243,2025-02-01,TRANSFERENCIA,1434.07,EUR
100760,383,2025-05-20,RETIRADA,2882.24,EUR
100761,152,2026-07-13,TRANSFERENCIA,139.31,EUR
100762,491,2026-01-18,COMPRA,1544.38,EUR
100763,73,2026-07-23,COMPRA,-1270.25,EUR
100764,306,2026-08-10,RETIRADA,1454.34,EUR
100765,157,2025-03-29,TRANSFERENCIA,2615.63,EUR
100766,109,2025-12-19,RETIRADA,3480.95,EUR
100767,73,2026-06-09,TRANSFERENCIA,-488.04,EUR
100768,100,2025-09-16,COMPRA,-502.53,EUR
100769,437,2026-08-04,COMPRA,3182.63,EUR
100770,237,2026-07-17,INGRESO,-1097.7,EUR
100771,129,2025-03-10,COMPRA,-414.2,EUR
100772,250,2026-08-18,RECIBO,464.26,EUR
100773,52,2025-08-29,RECIBO,1907.34,EUR
100774,163,2025-07-18,RETIRADA,978.55,EUR
100775,356,2025-11-10,INGRESO,-661.83,EUR
100776,187,2026-08-04,RECIBO,3772.62,EUR
100777,3,2025-06-22,RECIBO,-146.04,EUR
100778,365,2025-08-15,RETIRADA,21.74,EUR
100779,69,2026-01-04,RECIBO,3328.37,EUR
100780,229,2026-04-19,RECIBO,2761.22,EUR
100781,283,2026-05-14,COMPRA,-533.26,EUR
100782,431,2025-03-25,RECIBO,3222.93,EUR
100783,457,2025-05-24,INGRESO,-419.62,EUR
100784,373,2025-03-20,COMPRA,3406.58,EUR
100785,324,2026-06-04,COMPRA,2969.53,EUR
100786,208,2026-08-16,INGRESO,-329.82,EUR
100787,283,2025-02-07,RECIBO,1489.08,EUR
100788,242,2026-07-07,TRANSFERENCIA,512.0,EUR
100789,457,2025-08-17,INGRESO,2532.75,EUR
100790,69,2025-10-25,RETIRADA,1256.18,EUR
100791,204,2025-04-03,RECIBO,1261.92,EUR
100792,435,2025-09-02,INGRESO,2262.89,EUR
100793,72,2026-06-11,RETIRADA,-624.28,EUR
100794,486,2026-08-03,INGRESO,2126.77,EUR
100795,377,2025-05-30,RETIRADA,3665.46,EUR
100796,113,2025-02-11,RETIRADA,-225.38,EUR
100797,190,2025-09-28,TRANSFERENCIA,-1264.55,EUR
100798,266,2025-07-31,RECIBO,634.51,EUR
100799,452,2026-04-11,COMPRA,-1280.52,EUR
100800,53,2025-11-28,INGRESO,1984.62,EUR
100801,428,2025-10-08,RECIBO,1682.47,EUR
100802,90,2026-08-07,RETIRADA,2095.21,EUR
100803,301,2026-01-10,COMPRA,1341.65,EUR
100804,499,2026-01-21,TRANSFERENCIA,1340.04,EUR
100805,419,2025-12-28,RECIBO,1177.74,EUR
100806,455,2026-05-09,INGRESO,-1463.71,EUR
100807,226,2025-05-23,TRANSFERENCIA,-235.05,EUR
100808,330,2026-06-11,RECIBO,-336.66,EUR
100809,81,2025-07-11,RECIBO,1811.11,EUR
100810,339,2025-05-02,TRANSFERENCIA,780.38,EUR
100811,1500,2025-12-05,COMPRA,1148.34,EUR
100812,246,2026-05-06,TRANSFERENCIA,1749.35,EUR
100813,12,2026-02-25,TRANSFERENCIA,-1262.71,EUR
100814,304,2026-08-11,TRANSFERENCIA,-759.02,EUR
100815,21,2026-06-09,INGRESO,-692.24,EUR
100816,133,2025-06-20,TRANSFERENCIA,1341.52,EUR
100817,307,2026-02-20,INGRESO,2006.92,EUR
100818,485,2025-10-18,COMPRA,-308.74,EUR
100819,445,2026-04-28,RETIRADA,-561.88,EUR
100820,308,2026-02-25,TRANSFERENCIA,2870.39,EUR
100821,320,2025-07-06,INGRESO,-45.14,EUR
100822,473,2025-12-17,RETIRADA,1780.93,EUR
100823,118,2025-03-12,RETIRADA,620.04,EUR
100824,9,2025-04-22,TRANSFERENCIA,1374.91,EUR
100825,351,2026-06-01,RETIRADA,3045.83,EUR
100826,91,2025-04-09,RETIRADA,3458.85,EUR
100827,450,2025-02-09,INGRESO,1268.31,EUR
100828,48,2025-05-01,RETIRADA,2126.66,EUR
100829,424,2026-07-07,COMPRA,3433.33,EUR
100830,268,2026-03-18,RETIRADA,537.08,EUR
100831,358,2025-02-14,INGRESO,859.26,EUR
100832,405,2026-05-09,RETIRADA,427.85,EUR
100833,51,2026-08-13,RETIRADA,-763.64,EUR
100834,393,2026-05-04,TRANSFERENCIA,3505.47,EUR
100835,146,2025-03-27,INGRESO,3322.21,EUR
100836,132,2026-02-23,TRANSFERENCIA,-1469.92,EUR
100837,296,2025-01-08,INGRESO,-851.94,EUR
100838,193,2025-01-08,TRANSFERENCIA,2282.72,EUR
100839,210,2025-11-20,RECIBO,-913.79,EUR
100840,334,2026-03-13,INGRESO,-105.02,EUR
100841,217,2026-07-03,INGRESO,511.04,EUR
100842,349,2025-10-10,RETIRADA,2652.35,EUR
100843,283,2026-02-28,INGRESO,1153.57,EUR
100844,287,2026-01-15,INGRESO,1160.68,EUR
100845,296,2025-11-11,RECIBO,2758.07,EUR
100846,377,2026-02-12,TRANSFERENCIA,3202.49,EUR
100847,383,2025-05-02,TRANSFERENCIA,956.27,EUR
100848,52,2025-06-15,TRANSFERENCIA,1295.89,EUR
100849,411,2025-12-13,INGRESO,1877.14,EUR
100850,83,2025-02-23,RETIRADA,3805.14,EUR
100851,412,2025-01-06,COMPRA,3027.91,EUR
100852,475,2026-04-28,INGRESO,894.58,EUR
100853,135,2025-03-07,TRANSFERENCIA,539.59,EUR
100854,371,2025-02-08,RETIRADA,3618.77,EUR
100855,315,2026-02-15,INGRESO,75.58,EUR
100856,485,2025/15/40,TRANSFERENCIA,2021.6,EUR
100857,6,2026-03-26,TRANSFERENCIA,3178.12,EUR
100858,147,2026-06-15,TRANSFERENCIA,-1315.15,EUR
100859,265,2026-06-07,TRANSFERENCIA,1883.54,EUR
100860,185,2025-02-06,TRANSFERENCIA,2102.61,EUR
100861,45,2025-06-11,RECIBO,2788.2,EUR
100862,343,2025-12-28,RETIRADA,729.98,EUR
100863,266,2025-07-25,COMPRA,2553.09,EUR
100864,471,2025-03-12,COMPRA,1522.76,EUR
100865,469,2026-07-27,INGRESO,414.52,EUR
100866,116,2025-10-11,INGRESO,3796.81,EUR
100867,477,2026-04-11,RETIRADA,1661.99,EUR
100868,90,2025-09-25,RETIRADA,1284.31,EUR
100869,38,2026-07-27,INGRESO,118.39,EUR
100870,412,2025-04-30,INGRESO,3761.9,EUR
100871,417,2026-07-05,INGRESO,-124.22,EUR
100872,495,2026-03-30,RETIRADA,1597.43,EUR
100873,388,2025-09-07,RECIBO,3786.81,EUR
100874,349,2026-04-15,RETIRADA,3430.88,EUR
100875,247,2025-01-29,COMPRA,-81.99,EUR
100876,325,2026-01-27,TRANSFERENCIA,2223.02,EUR
100877,410,2025-08-24,RECIBO,768.34,EUR
100878,265,2025-12-28,INGRESO,-1446.52,EUR
100879,128,2025-09-27,RECIBO,-988.45,EUR
100880,39,2025-12-17,INGRESO,3622.68,EUR
100881,161,2026-05-03,RECIBO,-297.89,EUR
100882,138,2026-08-11,TRANSFERENCIA,3709.15,EUR
100883,256,2025-07-14,TRANSFERENCIA,-208.26,EUR
100884,447,2025-09-05,RECIBO,-362.72,EUR
100885,428,2025-07-27,TRANSFERENCIA,3099.84,EUR
100886,80,2025-12-31,COMPRA,-840.67,EUR
100887,347,2025-03-22,RETIRADA,1876.05,EUR
100888,491,2026-07-09,COMPRA,3164.06,EUR
100889,318,2026-01-16,RECIBO,1207.87,EUR
100890,445,2026-08-12,RECIBO,1199.43,EUR
100891,144,2026-06-08,RETIRADA,-278.49,EUR
100892,66,2026-08-14,COMPRA,1391.54,EUR
100893,245,2026-03-10,INGRESO,-1320.91,EUR
100894,202,2025-12-22,TRANSFERENCIA,1014.58,EUR
100895,358,2025-05-04,INGRESO,1030.39,EUR
100896,7,2025-01-09,TRANSFERENCIA,586.85,EUR
100897,167,2025-04-14,RECIBO,1870.28,EUR
100898,96,2025-09-23,INGRESO,-54.33,EUR
100899,242,2025-10-03,INGRESO,387.03,EUR
100900,256,2025-07-08,RETIRADA,-342.07,EUR
100034,69,2025-12-07,COMPRA,437.64,EUR
100157,269,2026-07-11,RETIRADA,3390.93,EUR
100391,5,2026-07-31,INGRESO,2075.11,EUR
100578,17,2025-09-13,RETIRADA,-1221.92,EUR
100800,53,2025-11-28,INGRESO,1984.62,EUR
